CÓDIGO,DESCRIÇÃO,DT_INI,DT_FIM,TIPO,CONTA SUPERIOR,NÍVEL,NATUREZA,ORIENTAÇÕES,Voltar Indice
2,PASSIVO,01012015,,S,,1,2,,
2.01,PASSIVO CIRCULANTE,01012015,,S,2,2,2,,
2.01.01,OBRIGAÇÕES DO CIRCULANTE,01012015,,S,2.01,3,2,,
2.01.01.01,BENEFÍCIOS E ENCARGOS SOCIAIS - CIRCULANTE,01012015,,S,2.01.01,4,2,,
2.01.01.01.01,Salários e Remunerações a Pagar,01012015,,A,2.01.01.01,5,2,"Contas que registram o valor correspondente aos salários, ordenados, pro labore, horas extras, , adicionais e prêmios a serem pagos no exercício subsequente, inclusive gratificações a empregados, o valor das férias do período aquisitivo já completo, 13 salários a pagar.",
2.01.01.01.02,Participações no Resultado a Pagar,01012015,,A,2.01.01.01,5,2,Contas que registram o valor correspondente a participação no resultado a serem pagos no exercício subsequente de administradores e empregados.,
2.01.01.01.03,INSS a Recolher,01012015,,A,2.01.01.01,5,2,Contas que registram o valor das Contribuições Previdenciárias a recolher.,
2.01.01.01.04,FGTS a Recolher,01012015,,A,2.01.01.01,5,2,Contas que registram o valor do FGTS a recolher.,
2.01.01.01.05,Benefícios Não Monetários,01012015,,A,2.01.01.01,5,2,"Contas que registram os benefícios não monetários a pagar. Nos termos do item 9(d), CPC 33(R1), benefícios de curto prazo tais como assistência médica, moradia, carros e bens ou serviços gratuitos ou subsidiados para os atuais empregados ou administradores.",
2.01.01.01.50,Benefícios Pós-Emprego,01012015,,A,2.01.01.01,5,2,"Contas que registram os benefícios pós-emprego a pagar. Nos termos do item 26, CPC 33(R1), aqueles pagos após o período de emprego, tais como aposentadoria, pensões, seguro de via e assistência médica pós-emprego.",
2.01.01.01.55,Outros Benefícios de Longo Prazo,01012015,,A,2.01.01.01,5,2,"Contas que registram outros benefícios de longo prazo a pagar no curto prazo. Nos termos do item 5(c), CPC 33(R1), são aqueles que não se espera  sejam integralmente liquidados em até doze meses após o fim do exercício em que os empregados prestarem o respectivo serviço, tais como ausências remuneradas de longo prazo, licenças por tempo de serviço, jubileu , benefícios por invalidez de longo prazo.",
2.01.01.01.60,Benefícios Rescisórios,01012015,,A,2.01.01.01,5,2,"Contas que registram os benefícios rescisórios a pagar. Nos termos do item 8, CPC 33(R1), são aqueles fornecidos pela rescisão do contrato de trabalho de empregado, seja decisão da pessoa jurídica de terminar o vínculo empregatício do empregado antes da data normal da aposentadoria, seja decisão do empregado de aceitar uma oferta de benefícios em troca da rescisão do contrato de trabalho.",
2.01.01.01.09,Demais Encargos a Recolher,01012015,,A,2.01.01.01,5,2,"Contas correspondentes a outros encargos a recolher incidentes sobre a folha de pagamentos dos funcionários, exceto INSS e FGTS.",
2.01.01.03,FORNECEDORES – CIRCULANTE,01012015,,S,2.01.01,4,2,,
2.01.01.03.01,Fornecedores - Operações com Partes Não Relacionadas - No País – Circulante,01012015,,A,2.01.01.03,5,2,"Contas que registram o valor a pagar correspondentes à compra de bens, direitos e serviços de fornecedores nacionais, não relacionados com declarante, conforme conceito definido no CPC 05(R1), itens 09 a 12",
2.01.01.03.02,Fornecedores - Operações com Partes Não Relacionadas - No Exterior – Circulante,01012015,,A,2.01.01.03,5,2,"Contas que registram o valor a pagar correspondentes à compra de de bens, direitos e serviços de fornecedores estrangeiros, não relacionados com declarante, conforme conceito definido no CPC 05(R1), itens 09 a 12",
2.01.01.03.03,Fornecedores - Operações com Partes  Relacionadas - No País – Circulante,01012015,,A,2.01.01.03,5,2,"Contas que registram o valor a pagar correspondentes à compra de bens, direitos e serviços de fornecedores nacionais, relacionados com declarante, conforme conceito definido no CPC 05(R1), itens 09 a 12",
2.01.01.03.04,Fornecedores - Operações com Partes Relacionadas - No Exterior – Circulante,01012015,,A,2.01.01.03,5,2,"Contas que registram o valor a pagar correspondentes à compra de bens, direitos e serviços de fornecedores estrangeiros, relacionados com declarante, conforme conceito definido no CPC 05(R1), itens 09 a 12",
2.01.01.03.50,(-) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) - Fornecedores Circulante,01012015,,A,2.01.01.03,5,2,"Contas que registram os valores dos juros a serem apropriados como despesa financeira decorrente do ajuste a valor presente efetuados nos instrumentos de dívidas vinculados a compras efetuadas a prazo. Referidos valores serão apropriados ao resultado pelo regime de competência e adicionados ao Lucro Real(art. 38, §2º, Instrução Normativa SRF nº 1.515/2014). Em sendo as contrapartidas registradas em subcontas vinculadas aos ativos adquiridos, poderão ser excluídas no período em que os ativos forem realizados, nos termos do art. 37, Instrução Normativa SRF nº 1.515/2014.",
2.01.01.03.90,Subconta – Adoção Inicial -  Fornecedores - Circulante,01012015,,A,2.01.01.03,5,2,"Contas que registram as diferenças positivas ou negativas, na data da adoção dos efeitos da Lei nº 12.973/2014, entre o valor do passivo mensurado de acordo as disposições da Lei nº 6.404/1976 e o valor mensurado pelos métodos e critérios vigentes em 31/12/2007(arts. 66/67, Lei nº 12.973/2014). Referidos valores  deverão ser computados na apuração  Lucro Real à medida que o passivo for baixado ou liquidado (arts. 165 e 168,  Instrução Normativa SRF nº 1.515/2014, cujos detalhes sobre a contabilização estão descritos em seu Anexo I,  exemplos 1/2) Conforme disciplinado art. 169, § 9ª, Instrução Normativa SRF nº 1.515/2014, cada subconta de adoção inicial deve registrar individualmente a diferença de valor identificada em cada ativo.  Apenas no caso da conta contábil que registra o passivo consolidar vários itens de mesma natureza, pode-se  utilizar uma mesma subconta coletiva, desde que demonstre-os em razão auxiliar vinculado à ECD(art. 169, §6º, Instrução Normativa SRF nº 1.515/2014)",
2.01.01.05,CONTAS A PAGAR – CIRCULANTE,01012015,,S,2.01.01,4,2,,
2.01.01.05.01,Adiantamentos de Clientes - no País,01012015,,A,2.01.01.05,5,2,Contas que registram o valor correspondente a adiantamentos de clientes no país.,
2.01.01.05.02,Adiantamentos de Clientes - no Exterior,01012015,,A,2.01.01.05,5,2,Contas que registram o valor correspondente a adiantamentos de clientes no exterior.,
2.01.01.05.50,(-) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) -  Contas a Pagar - Circulante,01012015,,A,2.01.01.05,5,2,"Contas que registram os valores dos juros a serem apropriados como despesa financeira decorrente do ajuste a valor presente efetuados nos instrumentos de dívidas vinculados a adiantamentos de clientes. Referidos valores serão apropriados ao resultado pelo regime de competência e adicionados ao Lucro Real(art. 38, §2º, Instrução Normativa SRF nº 1.515/2014). Em sendo as contrapartidas registradas em subcontas vinculadas a ativos adquiridos, poderão ser excluídas no período em que os ativos forem realizados, nos termos do art. 37, Instrução Normativa SRF nº 1.515/2014.",
2.01.01.05.90,Subconta – Adoção Inicial -  Contas a Pagar - Circulante,01012015,,A,2.01.01.05,5,2,"Contas que registram as diferenças positivas ou negativas, na data da adoção dos efeitos da Lei nº 12.973/2014, entre o valor do passivo mensurado de acordo as disposições da Lei nº 6.404/1976 e o valor mensurado pelos métodos e critérios vigentes em 31/12/2007(arts. 66/67, Lei nº 12.973/2014). Referidos valores  deverão ser computados na apuração  Lucro Real à medida que o passivo for baixado ou liquidado (arts. 165 e 168,  Instrução Normativa SRF nº 1.515/2014, cujos detalhes sobre a contabilização estão descritos em seu Anexo I,  exemplos 1/2). Conforme disciplinado art. 169, § 9ª, Instrução Normativa SRF nº 1.515/2014, cada subconta de adoção inicial deve registrar individualmente a diferença de valor identificada em cada ativo.  Apenas no caso da conta contábil que registra o passivo consolidar vários itens de mesma natureza, pode-se  utilizar uma mesma subconta coletiva, desde que demonstre-os em razão auxiliar vinculado à ECD(art. 169, §6º, Instrução Normativa SRF nº 1.515/2014)",
2.01.01.07,EMPRÉSTIMOS OU FINANCIAMENTOS – CIRCULANTE,01012015,,S,2.01.01,4,2,,
2.01.01.07.01,Duplicatas Descontadas – Circulante,01012015,,A,2.01.01.07,5,2,"Contas que registram o valor das parcelas a serem subtraídas do circulante, correspondentes a valores das duplicatas descontadas que retificam o grupo de clientes. Ainda que represente uma dívida, caso a pessoa jurídica registre esta conta no ativo, deve ser classificada neste referencial junto com a conta que retifique na contabilidade societária.",
2.01.01.07.02,Empréstimos ou Financiamentos - no País - Circulante,01012015,,A,2.01.01.07,5,2,"Contas que registram o valor dos financiamentos e empréstimos a curto prazo, obtidos com instituição financeira no Brasil. Encargos financeiros a transcorrer e juros a pagar decorrentes devem ser classificadas nesta conta. As obrigações por empréstimos tomados  com pessoa jurídica não financeira e física deverão ser informados na conta de mútuos.",
2.01.01.07.03,Empréstimos ou Financiamentos - no Exterior – Circulante,01012015,,A,2.01.01.07,5,2,"Contas que registram o valor dos financiamentos e empréstimos a curto prazo, obtidos com instituição financeira no Exterior. Encargos financeiros a transcorrer e juros a pagar decorrentes devem ser classificadas  nesta conta.As obrigações por empréstimos tomados  com pessoa jurídica não financeira e física deverão ser informados na conta de mútuos.",
2.01.01.07.04,Adiantamentos de Contrato de Câmbio – Circulante,01012015,,A,2.01.01.07,5,2,Contas que registram o valor das obrigações de curto prazo relativas às operações de crédito na modalidade de adiantamento de contrato de câmbio.,
2.01.01.07.05,Arrendamento - no País – Circulante,01012015,,A,2.01.01.07,5,2,Contas que registram o valor das obrigações de curto prazo relativas a arrendamento contratados no país.,
2.01.01.07.06,Arrendamento - no Exterior - Circulante,01012015,,A,2.01.01.07,5,2,Contas que registram o valor das obrigações de curto prazo relativas a arrendamento contratados no exterior.,
2.01.01.07.50,(-) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) -  Empréstimos e Financiamentos - Circulante,01012015,,A,2.01.01.07,5,2,"Contas que registram os valores dos juros a serem apropriados como despesa financeira decorrente do ajuste a valor presente efetuados nos instrumentos de dívidas vinculados a empréstimos e financiamentos. Referidos valores serão apropriados ao resultado pelo regime de competência e adicionados ao Lucro Real(art. 38, §2º, Instrução Normativa SRF nº 1.515/2014). Exceto para as operações de leasing financeiro(art. 89, Instrução Normativa SRF nº 1.515/2014) em sendo as contrapartidas registradas em subcontas vinculadas aos ativos adquiridos, poderão ser excluídas no período em que os ativos forem realizados, nos termos do art. 37, Instrução Normativa SRF nº 1.515/2014.",
2.01.01.07.90,Subconta – Adoção Inicial -  Empréstimos e Financiamentos - Circulante,01012015,,A,2.01.01.07,5,2,"Contas que registram as diferenças positivas ou negativas, na data da adoção dos efeitos da Lei nº 12.973/2014, entre o valor do passivo mensurado de acordo as disposições da Lei nº 6.404/1976 e o valor mensurado pelos métodos e critérios vigentes em 31/12/2007(arts. 66/67, Lei nº 12.973/2014). Referidos valores  deverão ser computados na apuração  Lucro Real à medida que o passivo for baixado ou liquidado (arts. 165 e 168,  Instrução Normativa SRF nº 1.515/2014, cujos detalhes sobre a contabilização estão descritos em seu Anexo I,  exemplos 1/2). Conforme disciplinado art. 169, § 9ª, Instrução Normativa SRF nº 1.515/2014, cada subconta de adoção inicial deve registrar individualmente a diferença de valor identificada em cada ativo.  Apenas no caso da conta contábil que registra o passivo consolidar vários itens de mesma natureza, pode-se  utilizar uma mesma subconta coletiva, desde que demonstre-os em razão auxiliar vinculado à ECD(art. 169, §6º, Instrução Normativa SRF nº 1.515/2014)",
2.01.01.09,OBRIGAÇÕES FISCAIS – CIRCULANTE,01012015,,S,2.01.01,4,2,,
2.01.01.09.01,IRRF a Recolher – Circulante,01012015,,A,2.01.01.09,5,2,Contas que registram o valor referentes ao IRRF a Recolher no final do período de apuração.,
2.01.01.09.02,IPI a Recolher – Circulante,01012015,,A,2.01.01.09,5,2,Contas que registram o valor referentes ao IPI a Recolher no final do período de apuração.,
2.01.01.09.03,ICMS a Recolher – Circulante,01012015,,A,2.01.01.09,5,2,Contas que registram o valor referente ao ICMS a Recolher no final do período de apuração.,
2.01.01.09.04,PIS a Recolher – Circulante,01012015,,A,2.01.01.09,5,2,Contas que registram o valor do PIS a recolher.,
2.01.01.09.05,COFINS a Recolher – Circulante,01012015,,A,2.01.01.09,5,2,Contas que registram o valor da COFINS a recolher.,
2.01.01.09.06,IOF a Recolher – Circulante,01012015,,A,2.01.01.09,5,2,Contas que registram o valor do IOF a recolher.,
2.01.01.09.07,CIDE a Recolher – Circulante,01012015,,A,2.01.01.09,5,2,Contas que registram o valor da CIDE a recolher.,
2.01.01.09.08,Tributos Municipais a Recolher – Circulante,01012015,,A,2.01.01.09,5,2,Contas que registram o valor dos tributos municipais a Recolher no final do período de apuração.,
2.01.01.09.09,Parcelamentos Especiais a Recolher - Tributos Federais – Circulante,01012015,,A,2.01.01.09,5,2,Contas que registram o valor dos saldos de parcelamentos especiais e ordinários de tributos federais a Recolher no final do período de apuração.,
2.01.01.09.10,Parcelamentos Especiais a Recolher - Tributos Estaduais e Municipais – Circulante,01012015,,A,2.01.01.09,5,2,Contas que registram o valor dos saldos de parcelamentos especiais e ordinários de tributos estaduais e municipais a recolher no final do período de apuração.,
2.01.01.09.11,Contribuições Previdenciárias a Recolher – Desoneração da Folha de Pagamento  – Circulante,01012015,,A,2.01.01.09,5,2,Contas que registram o valor referente à contribuição sobre o faturamento em substituição ao INSS sobre a folha. Informar o saldo a recolher no final do período de apuração.,
2.01.01.09.12,Tributos Retidos a Recolher  – Circulante,01012015,,A,2.01.01.09,5,2,Contas que registram o valor referente aos tributos retidos a recolher. Informar o saldo a recolher no final do período de apuração.,
2.01.01.09.13,IRPJ a Recolher  – Circulante,01012015,,A,2.01.01.09,5,2,Contas que registram o valor referente ao IRPJ a recolher. Informar o saldo a recolher no final do período de apuração.,
2.01.01.09.14,CSLL a Recolher  – Circulante,01012015,,A,2.01.01.09,5,2,Contas que registram o valor referente à CSLL a recolher. Informar o saldo a recolher no final do período de apuração.,
2.01.01.09.28,Outros Tributos a Recolher – Circulante,01012015,,A,2.01.01.09,5,2,Contas que registram o valor dos tributos a recolher não classificáveis em contas específicas.,
2.01.01.11,VALORES MOBILIÁRIOS  – HEDGE – NO PAÍS,01012015,,S,2.01.01,4,2,,
2.01.01.11.01,Derivativos - Hedge Valor Justo - No País,01012015,,A,2.01.01.11,5,2,Contas que registram os instrumentos destinados a  hedge de valor justo operados em ambiente negocial no país. Toda documentação exigida para operar em “Hedge Accounting” deve constar em Nota Explicativa encaminhada pela ECD. ,
2.01.01.11.02,Derivativos - Hedge Fluxo de Caixa - No País,01012015,,A,2.01.01.11,5,2,Contas que registram os instrumentos destinados a  hedge de fluxo de caixa operados em ambiente negocial no país. Toda documentação exigida para operar em “Hedge Accounting” deve constar em Nota Explicativa encaminhada pela ECD.,
2.01.01.11.03,Derivativos - Hedge  Investimento no Exterior - No País,01012015,,A,2.01.01.11,5,2,Contas que registram os instrumentos destinados a  hedge de fluxo de investimento no exterior operados em ambiente negocial no país. Toda documentação exigida para operar em “Hedge Accounting” deve constar em Nota Explicativa encaminhada pela ECD.,
2.01.01.11.70,Subconta - Ajuste a Valor Justo - Valores Mobiliários – Hedge - No País,01012015,,A,2.01.01.11,5,2,"Contas que registram os ajustes a valor justo positivos ou negativos efetuados sobre os passivos financeiros, inclusive decorrentes apenas de sua mensuração inicial. Referidos valores  deverão ser computados na apuração  Lucro Real quando da baixa ou liquidação do passivo(arts. 49/53,  Instrução Normativa SRF nº 1.515/2014, cujos detalhes sobre a contabilização estão descritos em seu Anexo I,  exemplos 5/6). Apenas no caso da conta contábil que registra o ativo consolidar vários itens de mesma natureza, pode-se  utilizar uma mesma subconta coletiva, desde que demonstre-os em razão auxiliar vinculado à ECD(art. 33, §3º, Instrução Normativa SRF nº 1.515/2014)",
2.01.01.11.90,Subconta – Adoção Inicial -  Valores Mobiliários – Hedge - No País,01012015,,A,2.01.01.11,5,2,"Contas que registram as diferenças positivas ou negativas, na data da adoção dos efeitos da Lei nº 12.973/2014, entre o valor do passivo mensurado de acordo as disposições da Lei nº 6.404/1976 e o valor mensurado pelos métodos e critérios vigentes em 31/12/2007(arts. 66/67, Lei nº 12.973/2014). Referidos valores  deverão ser computados na apuração  Lucro Real à medida que o passivo for baixado ou liquidado (arts. 165 e 168,  Instrução Normativa SRF nº 1.515/2014, cujos detalhes sobre a contabilização estão descritos em seu Anexo I,  exemplos 1/2). Conforme disciplinado art. 169, § 9ª, Instrução Normativa SRF nº 1.515/2014, cada subconta de adoção inicial deve registrar individualmente a diferença de valor identificada em cada ativo.  Apenas no caso da conta contábil que registra o passivo consolidar vários itens de mesma natureza, pode-se  utilizar uma mesma subconta coletiva, desde que demonstre-os em razão auxiliar vinculado à ECD(art. 169, §6º, Instrução Normativa SRF nº 1.515/2014)",
2.01.01.12,VALORES MOBILIÁRIOS  - HEDGE - NO EXTERIOR,01012015,,S,2.01.01,4,2,,
2.01.01.12.01,Derivativos - Hedge Valor Justo - No Exterior,01012015,,A,2.01.01.12,5,2,Contas que registram os instrumentos destinados a  hedge de valor justo operados em ambiente negocial no exterior. Toda documentação exigida para operar em “Hedge Accounting” deve constar em Nota Explicativa encaminhada pela ECD. ,
2.01.01.12.02,Derivativos - Hedge Fluxo de Caixa - No Exterior,01012015,,A,2.01.01.12,5,2,Contas que registram os instrumentos destinados a  hedge de fluxo de caixa operados em ambiente negocial no exterior. Toda documentação exigida para operar em “Hedge Accounting” deve constar em Nota Explicativa encaminhada pela ECD.,
2.01.01.12.03,Derivativos - Hedge  Investimento no Exterior - No Exterior,01012015,,A,2.01.01.12,5,2,Contas que registram os instrumentos destinados a  hedge de fluxo de investimento no exterior operados em ambiente negocial no exterior. Toda documentação exigida para operar em “Hedge Accounting” deve constar em Nota Explicativa encaminhada pela ECD.,
2.01.01.12.70,Subconta - Ajuste a Valor Justo - Valores Mobiliários – Hedge - No Exterior,01012015,,A,2.01.01.12,5,2,"Contas que registram os ajustes a valor justo positivos ou negativos efetuados sobre os passivos financeiros, inclusive decorrentes apenas de sua mensuração inicial. Referidos valores  deverão ser computados na apuração  Lucro Real quando da baixa ou liquidação do passivo(arts. 49/53,  Instrução Normativa SRF nº 1.515/2014, cujos detalhes sobre a contabilização estão descritos em seu Anexo I,  exemplos 5/6), sem prejuízo observância aos arts.  9º a 12 da Instrução Normativa SRF Nº 213/2002. Apenas no caso da conta contábil que registra o ativo consolidar vários itens de mesma natureza, pode-se  utilizar uma mesma subconta coletiva, desde que demonstre-os em razão auxiliar vinculado à ECD(art. 33, §3º, Instrução Normativa SRF nº 1.515/2014)",
2.01.01.12.90,Subconta – Adoção Inicial -  Valores Mobiliários – Hedge - No Exterior,01012015,,A,2.01.01.12,5,2,"Contas que registram as diferenças positivas ou negativas, na data da adoção dos efeitos da Lei nº 12.973/2014, entre o valor do passivo mensurado de acordo as disposições da Lei nº 6.404/1976 e o valor mensurado pelos métodos e critérios vigentes em 31/12/2007(arts. 66/67, Lei nº 12.973/2014). Referidos valores  deverão ser computados na apuração  Lucro Real à medida que o passivo for baixado ou liquidado (arts. 165 e 168,  Instrução Normativa SRF nº 1.515/2014, cujos detalhes sobre a contabilização estão descritos em seu Anexo I,  exemplos 1/2), sem prejuízo observância aos arts.  9º a 12 da Instrução Normativa SRF Nº 213/2002.  Conforme disciplinado art. 169, § 9ª, Instrução Normativa SRF nº 1.515/2014, cada subconta de adoção inicial deve registrar individualmente a diferença de valor identificada em cada ativo.  Apenas no caso da conta contábil que registra o passivo consolidar vários itens de mesma natureza, pode-se  utilizar uma mesma subconta coletiva, desde que demonstre-os em razão auxiliar vinculado à ECD(art. 169, §6º, Instrução Normativa SRF nº 1.515/2014)",
2.01.01.13,TÍTULOS DE DÍVIDA – CIRCULANTE,01012015,,S,2.01.01,4,2,,
2.01.01.13.01,Debêntures a Pagar – Circulante,01012015,,A,2.01.01.13,5,2,"Contas que registram o valor das debêntures a pagar no final do período de apuração. Havendo contas societárias específicas para juros e encargos decorrentes, também devem ser classificados nesta conta.",
2.01.01.13.02,Prêmio na Emissão de Debêntures – Circulante,01012015,,A,2.01.01.13,5,2,Contas que registram o valor do prêmio na emissão de debêntures a pagar no final do período de apuração,
2.01.01.13.04,Notas Promissórias a Pagar,01012015,,A,2.01.01.13,5,2,"Contas que registram o valor notas promissórias(“commercial papers”) a pagar no final do período de apuração. Havendo contas societárias específicas para juros e encargos decorrentes, também devem ser classificados nesta conta.",
2.01.01.13.05,Bonds a Pagar,01012015,,A,2.01.01.13,5,2,"Contas que registram o valor de Bonds a pagar no final do período de apuração. Havendo contas societárias específicas para juros e encargos decorrentes, também devem ser classificados nesta conta.",
2.01.01.13.06,Certificados de Recebíveis Imobiliários - CRI,01012015,,A,2.01.01.13,5,2,"Contas que registram o valor de Certificados de Recebíveis Imobiliários a pagar no final do período de apuração. Havendo contas societárias específicas para juros e encargos decorrentes, também devem ser classificados nesta conta.",
2.01.01.13.07,Certificados de Recebíveis do Agronegócio - CRA,01012015,,A,2.01.01.13,5,2,"Contas que registram o valor de Certificados de Recebíveis do Agronegócio a pagar no final do período de apuração. Havendo contas societárias específicas para juros e encargos decorrentes, também devem ser classificados nesta conta.",
2.01.01.13.25,Outros Títulos de Dívida a Pagar – Pelo Custo Amortizado - Circulante,01012015,,A,2.01.01.13,5,2,"Contas que registram outros títulos emitidos para a captação de recursos financeiros, não classificados em contas mais específicas, mensurados pelo custo amortizado. Havendo contas societárias específicas para juros e encargos decorrentes, também devem ser classificados nesta conta.",
2.01.01.13.27,(-) Custos a Amortizar – Títulos de Dívida - Circulante,01012015,,A,2.01.01.13,5,2,"Contas que registram o valor do custo a amortizar dos títulos de dívida, saldo existente no final do período de apuração.",
2.01.01.13.28,Outros Títulos de Dívida a Pagar – Pelo Pelo Valor Justo(VJPR) - Circulante,01012015,,A,2.01.01.13,5,2,"Contas que registram outros títulos emitidos para a captação de recursos financeiros, não classificados em contas mais específicas, mensurados pelo valor justo reconhecido diretamente no resultado.",
2.01.01.13.29,(-) Deságio a Apropriar – Títulos de Dívida - Circulante,01012015,,A,2.01.01.13,5,2,Contas que registram o valor do deságio aplicado a títulos de dívida.,
2.01.01.13.50,(-) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) -  Títulos de Dívida - Circulante,01012015,,A,2.01.01.13,5,2,"Contas que registram os valores dos juros a serem apropriados como despesa financeira decorrente do ajuste a valor presente efetuados nos títulos de dívidas. Referidos valores serão apropriados ao resultado pelo regime de competência e adicionados ao Lucro Real(art. 38, §2º, Instrução Normativa SRF nº 1.515/2014). Em sendo as contrapartidas registradas em subcontas vinculadas a ativos, poderão ser excluídas no período em que os ativos forem realizados, nos termos do art. 37, Instrução Normativa SRF nº 1.515/2014.",
2.01.01.13.70,Subconta - Ajuste a Valor Justo – Títulos de Dívida a Pagar - Circulante,01012015,,A,2.01.01.13,5,2,"Contas que registram os ajustes a valor justo positivos ou negativos efetuados sobre os passivos financeiros, inclusive decorrentes apenas de sua mensuração inicial. Referidos valores  deverão ser computados na apuração  Lucro Real quando da baixa ou liquidação do passivo(arts. 44 e 48,  Instrução Normativa SRF nº 1.515/2014, cujos detalhes sobre a contabilização estão descritos em seu Anexo I,  exemplos 5/6). Apenas no caso da conta contábil que registra o ativo consolidar vários itens de mesma natureza, pode-se  utilizar uma mesma subconta coletiva, desde que demonstre-os em razão auxiliar vinculado à ECD(art. 33, §3º, Instrução Normativa SRF nº 1.515/2014)",
2.01.01.13.90,Subconta – Adoção Inicial -  Títulos de Dívida - Circulante,01012015,,A,2.01.01.13,5,2,"Contas que registram as diferenças positivas ou negativas, na data da adoção dos efeitos da Lei nº 12.973/2014, entre o valor do passivo mensurado de acordo as disposições da Lei nº 6.404/1976 e o valor mensurado pelos métodos e critérios vigentes em 31/12/2007(arts. 66/67, Lei nº 12.973/2014). Referidos valores  deverão ser computados na apuração  Lucro Real à medida que o passivo for baixado ou liquidado (arts. 165 e 168,  Instrução Normativa SRF nº 1.515/2014, cujos detalhes sobre a contabilização estão descritos em seu Anexo I,  exemplos 1/2). Conforme disciplinado art. 169, § 9ª, Instrução Normativa SRF nº 1.515/2014, cada subconta de adoção inicial deve registrar individualmente a diferença de valor identificada em cada ativo.  Apenas no caso da conta contábil que registra o passivo consolidar vários itens de mesma natureza, pode-se  utilizar uma mesma subconta coletiva, desde que demonstre-os em razão auxiliar vinculado à ECD(art. 169, §6º, Instrução Normativa SRF nº 1.515/2014)",
2.01.01.15,PROVISÕES – CIRCULANTE,01012015,,S,2.01.01,4,2,,
2.01.01.15.01,Provisão para o Imposto de Renda,01012015,,A,2.01.01.15,5,2,Contas que registram o valor da provisão para o imposto de renda a pagar.,
2.01.01.15.02,Provisão para a Contribuição Social sobre o Lucro Líquido,01012015,,A,2.01.01.15,5,2,Contas que registram o valor da provisão para a contribuição social sobre o lucro líquido a pagar.,
2.01.01.15.03,Férias a Pagar,01012015,,A,2.01.01.15,5,2,Contas que registram o valor de férias a pagar de administradores e empregados.,
2.01.01.15.04,13º Salário a Pagar,01012015,,A,2.01.01.15,5,2,Contas que registram o valor de 13º salário a pagar de administradores e empregados.,
2.01.01.15.05,Provisões de Natureza Trabalhista - Circulante,01012015,,A,2.01.01.15,5,2,Contas que registram o valor da provisão de natureza trabalhista.,
2.01.01.15.06,Provisões de Natureza Tributária – Circulante,01012015,,A,2.01.01.15,5,2,Contas que registram o valor da provisão de natureza tributária.,
2.01.01.15.07,Provisões de Natureza Cível – Circulante,01012015,,A,2.01.01.15,5,2,Contas que registram o valor da provisão de natureza cível.,
2.01.01.15.28,Outras Provisões,01012015,,A,2.01.01.15,5,2,Contas que registram o valor das demais provisões não classificadas em contas mais específicas.,
2.01.01.15.50,(-) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) -  Provisões - Circulante,01012015,,A,2.01.01.15,5,2,"Contas que registram os valores dos juros a serem apropriados como despesa financeira decorrente do ajuste a valor presente efetuados nas provisões. Referidos valores serão apropriados ao resultado pelo regime de competência e adicionados ao Lucro Real(art. 38, §2º, Instrução Normativa SRF nº 1.515/2014). Em sendo as contrapartidas registradas em subcontas vinculadas a ativos, poderão ser excluídas no período em que os ativos forem realizados, nos termos do art. 37, Instrução Normativa SRF nº 1.515/2014.",
2.01.01.17,OUTRAS OBRIGAÇÕES - CIRCULANTE,01012015,,S,2.01.01,4,2,,
2.01.01.17.01,Mútuos – Partes Não Relacionadas – No País - Ciculante,01012015,,A,2.01.01.17,5,2,"Contas que registram os empréstimos tomados de partes não relacionadas  com a declarante, conforme conceito definido no CPC 05(R1), itens 09 a 12, situadas no país. Juros e encargos decorrentes também devem ser registrados nesta conta.",
2.01.01.17.02,Mútuos - Partes Não Relacionadas – No Exterior - Ciculante,01012015,,A,2.01.01.17,5,2,"Contas que registram os empréstimos tomados de partes não relacionadas  com a declarante, conforme conceito definido no CPC 05(R1), itens 09 a 12, situadas no exterior. Juros e encargos decorrentes também devem ser registrados nesta conta.",
2.01.01.17.03,Mútuos – Partes Relacionadas – No País – Circulante,01012015,,A,2.01.01.17,5,2,"Contas que registram os empréstimos tomados de partes relacionadas  com a declarante, conforme conceito definido no CPC 05(R1), itens 09 a 12, situadas no país. Juros e encargos decorrentes também devem ser registrados nesta conta.",
2.01.01.17.04,Mútuos - Partes Relacionadas – No Exterior - Circulante,01012015,,A,2.01.01.17,5,2,"Contas que registram os empréstimos tomados de partes relacionadas  com a declarante, conforme conceito definido no CPC 05(R1), itens 09 a 12, situadas no exterior. Juros e encargos decorrentes também devem ser registrados nesta conta.",
2.01.01.17.09,Contraprestação Contingente Passiva - Combinação de Negócios - Circulante,01012015,,A,2.01.01.17,5,2,"Contas que registram a contraprestação contingente passiva, em uma combinação de negócios. Em termos gerais, constitui cláusula assumida pelo adquirente de transferir ativos ou participações societárias adicionais , aos ex-proprietários da adquirida, se certas condições específicas venham a ocorrer. Para fins de gerar efeito sobre tratamento fiscal das parcelas integrantes do custo de aquisição de participação societária, deve-se observar os arts. 110/111, Instrução Normativa SRF Nº 1.515/2014 .",
